id,text,label,clean_text
79.0,"இன்று பிற மாநிலத்தவர்கள் பணம் சம்பாதிக்க வருகிறார்கள் என்பதில் தவறில்லை, தமிழகம் முன்னேறி வருகிறது. தமிழ் மக்கள் மற்ற மாநிலங்களில் இல்லையா ??
கேரளா, மும்பை, கொல்கத்தாவில் நிறைய தமிழர்கள் வியாபாரம் செய்கிறார்கள்.. என்ன பிரச்சனை ? நாம் அனைவரும் இந்தியர்கள் 🇮🇳",0,"இன்று பிற மாநிலத்தவர்கள் பணம் சம்பாதிக்க வருகிறார்கள் என்பதில் தவறில்லை தமிழகம் முன்னேறி வருகிறது தமிழ் மக்கள் மற்ற மாநிலங்களில் இல்லையா 
கேரளா மும்பை கொல்கத்தாவில் நிறைய தமிழர்கள் வியாபாரம் செய்கிறார்கள் என்ன பிரச்சனை நாம் அனைவரும் இந்தியர்கள்"
3391.0,தமிழர்களின் மற்ற மாநிலத்தில் சென்றால் அடித்துக் கொள்கிறார்கள் அதற்கு ஒரு தீர்வு கிடையாது மற்ற மl மாநிலத்தவர்கள்  மட்டும் தமிழ்நாட்டில் முக்கியத்துவம் கொடுக்கிறார்கள் ஆர் எஸ் பதில் சொன்னா ரெட்லைட் மீடியாக்கள்,1,தமிழர்களின் மற்ற மாநிலத்தில் சென்றால் அடித்துக் கொள்கிறார்கள் அதற்கு ஒரு தீர்வு கிடையாது மற்ற ம மாநிலத்தவர்கள் மட்டும் தமிழ்நாட்டில் முக்கியத்துவம் கொடுக்கிறார்கள் ஆர் எஸ் பதில் சொன்னா ரெட்லைட் மீடியாக்கள்
237.0,We are spending our money.   They are saving money.   On a long term they will be rich and we will be poorer and poorer.,1,
5838.0,தமிழ் நாடு மக்கள் சுயநலவாதிகள் அரசியல்வாதிகள் போடும் எச்ச காக்காகள்,1,தமிழ் நாடு மக்கள் சுயநலவாதிகள் அரசியல்வாதிகள் போடும் எச்ச காக்காகள்
2040.0,"Super Anna andha seatu moonjila paaku pottu thuppi oda vidanum, andha polaika vandha paradesi nayaku, evalo thimiru irundha apudi pesi irupaan...  Neengal dhaan na adutha mudhalvar",1,
6633.0,தேவதாசி பிள்ளைகள் தான் வேளாளர்களா,0,தேவதாசி பிள்ளைகள் தான் வேளாளர்களா
1586.0,Un kaiel adikarathai kuduthala janangalai ooomba viduvai. Poi in pondatiya olunga paruda loosu punda,1,
7691.0,"இந்த , வடகலை ? தென்கலை ? உழைக்காமல் உண்டு கொழுத்த இரண்டு தரப்பினர் களையும் வெளியேற்றி அரசு கோயிலை பாதுகாப்பதுடன் பக்தர்கள் பக்தியுடன் பூஜை செய்து வர  அனுமதி அளிக்க வேண்டும் .",0,வடகலை தென்கலை உழைக்காமல் உண்டு கொழுத்த இரண்டு தரப்பினர் களையும் வெளியேற்றி அரசு கோயிலை பாதுகாப்பதுடன் பக்தர்கள் பக்தியுடன் பூஜை செய்து வர அனுமதி அளிக்க வேண்டும்
4761.0,They are struggling for living so they do any job you offer at a lesser cost with sincearity we want enjoy all luxuries without any hard work,0,
2797.0,Athu correct avan language naama learn panna five year aaguthu ithae vadakkan oru second la super ha pesuran,0,
4412.0, @jokerboys1380  இல்ல தம்பி லாக் டவுன்ல சென்னையில ஒரு மாதம் இரண்டு வேளை உணவும் இரண்டு வேளை தேநீரும் கொடுத்தார்கள்,0,இல்ல தம்பி லாக் டவுன்ல சென்னையில ஒரு மாதம் இரண்டு வேளை உணவும் இரண்டு வேளை தேநீரும் கொடுத்தார்கள்
3754.0,தந்தி டிவி தந்தி செய்தி தமிழ் நாட்டில் ஒரு முக்கிய செய்தி என்று நினைத்திருந்தேன்,0,தந்தி டிவி தந்தி செய்தி தமிழ் நாட்டில் ஒரு முக்கிய செய்தி என்று நினைத்திருந்தேன்
653.0,Bro Bengali People are Good People,0,
7100.0, @cholavelalar6889   நான் கள்ளர் என் நன்பன் அகமுடையார் எங்களை ஏன் திருடன் என்று கூறுங்குறீர்கள் 😏,0,நான் கள்ளர் என் நன்பன் அகமுடையார் எங்களை ஏன் திருடன் என்று கூறுங்குறீர்கள்
5376.0,Dai ne yaru da press..kevalama illaya da kasuku kaga vikura oruthuralanadha ipadi kelvi keka mudiuma irumkum,1,
2184.0," @aravindsakthivelu6731  anga eruka tamil people's MLA va erukanag, neenga ella North indian people tapa  solluringa ellarum apadi ella, seeman peachi keatu pona kandipa, ullnatu por varum athuku aparama world War III varum",0,
6661.0,அகமுடையார் வேறு துளுவ வெள்ளாளர் வேறு ..... இது அரசியல் ஒட்டுக்காக,0,அகமுடையார் வேறு துளுவ வெள்ளாளர் வேறு அரசியல் ஒட்டுக்காக
750.0,Sad..they are living in such pathetic conditions....,0,
4579.0,They are very good people. If you trust them,0,
5904.0,Poonaal poguttum poda   news chennal enda perisupanriganga,0,
2795.0, @raavanaeshwar  yaara nee Avanunga kasta pattu Vela paakuraanunganu thaana da potan athulaiyum some nu cleara potrukan.,0,
2029.0,இப்ப தெரியுமா இன்னும்  கொஞ்ச  காலத்திலே  தழிழ்நாடே காணாமல்  போகும்.,1,இப்ப தெரியுமா இன்னும் கொஞ்ச காலத்திலே தழிழ்நாடே காணாமல் போகும்
2853.0,வடநாட்டு தொழிலாளர்கள் நம் தமிழ்நாட்டில் பணிபுரிய  தடை  விதித்தாள்  யாரெல்லாம் ஆதரிப்பீர்கள்,1,வடநாட்டு தொழிலாளர்கள் நம் தமிழ்நாட்டில் பணிபுரிய தடை விதித்தாள் யாரெல்லாம் ஆதரிப்பீர்கள்
4354.0,Tirupati nagari puttur kalahasti nellore vizag ellm nama tamilans majority nama venum Tirupati belongs to Tamil Nadu da we must destroy telgus soon raa..Tamil Naidus wit u,0,
6167.0," @chinnasamy361  சின்ன சாமி, அறநிலையத்துறை பராமரிக்கும் கோவிலில் சாதி பாகுபாடு பார்க்க முடியாது
எல்லாரையும் அனுமதித்து ஆக வேண்டும்",0,"சின்ன சாமி அறநிலையத்துறை பராமரிக்கும் கோவிலில் சாதி பாகுபாடு பார்க்க முடியாது
எல்லாரையும் அனுமதித்து ஆக வேண்டும்"
1923.0,பிறமொழி பேசும் மக்களிடம் வரவு செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,0,பிறமொழி பேசும் மக்களிடம் வரவு செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே
875.0, @abbasahamed92  it’s hard to learn a language when the people around them are able to speak their language.,0,
1020.0,Only tamils will see everyone as Indians and gets beatings from shoe and gets killed everywhere but others won't see tamil people as Indians. Nice  nice.,0,
2923.0,Avanungalachu paan parak poduranga... naama payalugu taasmac pottu velaiku pogama irukanuga! Adhuku paan parake mel,0,
6322.0,இடப்பங்கீடு கண்டிப்பாக வேண்டும். 18 சதவீதம் மொத்தம் அதில் தேவேந்திர  வேளாளர் மக்களுக்கு பிரித்து வழங்க வேண்டும்.,0,இடப்பங்கீடு கண்டிப்பாக வேண்டும் சதவீதம் மொத்தம் அதில் தேவேந்திர வேளாளர் மக்களுக்கு பிரித்து வழங்க வேண்டும்
660.0,Yes send this pepale all'over please please,0,
7262.0,திருச்சி தெற்கில் உள்ளது.. காஞ்சிபுரம் வடக்கில் உள்ளது.. ஊர்.இருக்கும் திசையை வைத்தே ஒரு புரிதலுக்காக வடகலை தென்கலை என அழைக்கப்பட்டதாக படித்து இருக்கிறேன்..,0,திருச்சி தெற்கில் காஞ்சிபுரம் வடக்கில் ஊர்இருக்கும் திசையை வைத்தே ஒரு புரிதலுக்காக வடகலை தென்கலை என அழைக்கப்பட்டதாக படித்து இருக்கிறேன்
978.0,Muslims bring Rohingya and Bangladeshi here to create Caliphate,1,
3559.0,False propaganda and irresponsible journalism,0,
6299.0,Bharatiyar said already about voc pillai he is velalar,0,
557.0,சீமான் அண்ணா தலைமைக்கு வந்தால் மட்டுமே தமிழநாட்டை பாதுகாக்க முடியும் 💪💪💪,0,சீமான் அண்ணா தலைமைக்கு வந்தால் மட்டுமே தமிழநாட்டை பாதுகாக்க முடியும்
7046.0,"P S enaku theiryum bro ivar mela solarare veera kudi vellalar verum South la than iruknaga nu.... athukaga sonnen bro.... plus thuluva vellalargale ipo agamudaiyar vera naanga vera nu purinji thani certificate ketutu irukanga... athu theriyama inga ivar pesitu irukaru.... varalaru theriyama pesursthu thappu athuvum mathavanga varalaru thirudurathu thappu... ivar uh parthu sirikava ena seiya me therila... avar solaru vadakku la Saiva vellalar Mudhaliyar, thuluva vellalar South la agamudaiyar etc etc nu elaroda varalaru thiruduraru....
North oh South oh vellalar ela edathulaiyum vellalar uh than irukan Mudhaliyar, Pillai, Gounder, Chettiar.... nu 4 pattam iruku... ana jadhi peru onne onnu tha vellalar...",0,"
"
1862.0,"இருக்க இடம் கொடுத்தால் படுக்க பாய்வேண்டும் என்பார்கள் அந்த கதை தான் இது, எல்லோரும் இந்த மண்ணில் வாழலாம், ஆனால் ஆட்சி புரிவது தமிழனாக இருக்க வேண்டும்",0,இருக்க இடம் கொடுத்தால் படுக்க பாய்வேண்டும் என்பார்கள் அந்த கதை தான் எல்லோரும் மண்ணில் வாழலாம் ஆனால் ஆட்சி புரிவது தமிழனாக இருக்க வேண்டும்
7210.0,athellam irukum bbc english la poi check panni parungo na...😂,0,
1305.0, @jeyaprakash1184  திருப்பூர் la kootama aduja aalunka thanda ninka ninkala vai pesalama,1,திருப்பூர்
1850.0,நாம்தமிழர் வெற்றி உறுதி 🏞🌾🌴🤝👍💪💪,0,நாம்தமிழர் வெற்றி உறுதி
5019.0,Treat Everyone as equal...Tamilan periya...even illa,0,
2048.0,Boss athu bavani plastic kumbakonam,0,
7299.0,"இரண்டு பேரும் கோயிலில் பிச்சை எடுத்து உண்பவர்கள்...
இதில் யார் பெரிய பிச்சைக்காரனு விவாதம் வேற...
டே சன் டிவி மூட்டி விட்டு வேடிக்கை பார்க்கிறது எல்லாம் ஒரு பொழப்பா டா???",1,"இரண்டு பேரும் கோயிலில் பிச்சை எடுத்து உண்பவர்கள்
இதில் யார் பெரிய பிச்சைக்காரனு விவாதம் வேற
டே சன் டிவி மூட்டி விட்டு வேடிக்கை பார்க்கிறது எல்லாம் ஒரு பொழப்பா டா"
1285.0,வடக்கன்ஸ் உங்க கலாச்சாரம் எங்களுக்கு ஒத்து வராது உங்க நாட்டுக்கு போங்க,1,வடக்கன்ஸ் உங்க கலாச்சாரம் எங்களுக்கு ஒத்து வராது உங்க நாட்டுக்கு போங்க
2499.0,Tamil makkal yellarum intha channel ah mis leading nu report pannitu thumbs up pannunga... Naanga manushangala manushana paathu inimel agathigala maara ready illa...,0,
298.0,இது இலங்கை தமிழருக்கு நேர்ந்த போல ஆகிவிடும் கவனம் மக்களே,1,இலங்கை தமிழருக்கு நேர்ந்த போல ஆகிவிடும் கவனம் மக்களே
3784.0,dai avan holy kondada poran da ....pools,0,
7553.0,"தென்னாட்டில் வடகலைக்கு என்ன வேலை ஓய் ? ஓடு 😂 இல்லேன்னா ஆளுக்கு ஒரு நாள் தனித்தனியா வந்து சேவிச்சுன்டு போங்கோ ஓய் , இல்ல பிச்சிபுடுவோம் பிச்சி 🎉இது தமிழ் நாடாக்கும் 😂",1,தென்னாட்டில் வடகலைக்கு என்ன வேலை ஓய் ஓடு இல்லேன்னா ஆளுக்கு ஒரு நாள் தனித்தனியா வந்து சேவிச்சுன்டு போங்கோ ஓய் இல்ல பிச்சிபுடுவோம் பிச்சி தமிழ் நாடாக்கும்
5295.0,வட மாநிலங்கள் வெளியேற வேண்டும்   அலட்சியம் ஆக இருந்தால் தமிழர்கள் வெளியேற வேண்டியதுதான் 😭😭,1,வட மாநிலங்கள் வெளியேற வேண்டும் அலட்சியம் ஆக இருந்தால் தமிழர்கள் வெளியேற வேண்டியதுதான்
6634.0, @prabhurajkay  பண்ணை அடிமைகளா,0,பண்ணை அடிமைகளா
6157.0,"Urimai  kidayathu. Enga kirama  makkaluku mattum than. Enga Sontha mannil kattapatta kovil, nanga selavu seithu kattapattathu.",0,
7869.0,இதெல்லாம் வரலாறு சைமன் நாடார் சொல்லும் கட்டுக் கதைகள் அல்ல மறைப்பதற்கு பெரியார் தமிழை எதிர்த்தார் என்பது பச்சைப் பொய். பெரியார் தமிழை எதிர்க்கவில்லை தமிழ் மீது கடுமையாக விமர்சனம் வைத்தார்.,0,இதெல்லாம் வரலாறு சைமன் நாடார் சொல்லும் கட்டுக் கதைகள் அல்ல மறைப்பதற்கு பெரியார் தமிழை எதிர்த்தார் பச்சைப் பொய் பெரியார் தமிழை எதிர்க்கவில்லை தமிழ் மீது கடுமையாக விமர்சனம் வைத்தார்
2096.0," @thamizhanthamizhan7246  என்னமோ போங்க, மக்களின் வியர்வையையும் ரத்தத்தையும் ஊழைப்பாக்கி அதன் மூலம் வரும் பணத்தை வரியாக கொடுத்தால் அதை தின்று கொழுப்பதோடு மட்டுமல்லாது அந்த பணத்தை காவலர்கள் என்ற பெயரில் இருப்பவர்களுக்கு ஊதியமாக கொடுத்து மக்களை அடிக்கச்செய்வது,",0,என்னமோ போங்க மக்களின் வியர்வையையும் ரத்தத்தையும் ஊழைப்பாக்கி அதன் மூலம் வரும் பணத்தை வரியாக கொடுத்தால் அதை தின்று கொழுப்பதோடு மட்டுமல்லாது அந்த பணத்தை காவலர்கள் பெயரில் இருப்பவர்களுக்கு ஊதியமாக கொடுத்து மக்களை அடிக்கச்செய்வது
514.0,@rambuttanbhutan வடக்கன்ஸ் முதலில் குளியுங்கள்,0,வடக்கன்ஸ் முதலில் குளியுங்கள்
946.0,. Intha. Video. Pathiva.  Parththu...nadikarkalukku...padam.  Release..aakum. Pothu..baal.  Uutrum...namathu. Ilam. Thalay. Muraieanar...eathirkalaththy..ninayththu..paarththaal...payamaaka. Irukerathu....,0,
983.0," @sundharamp5442  No , you don't get my point . North East people speak Bengali ( with a different accent than Bengalis from Kolkata ) and they consider it a status to say they're from Kolkata . 

Even People from Kerala do something similar , they say they're from Thrissur , even when they are not from Thrissur .",0,"

"
5950.0,Nam makkaluku velai koduthu vala vaiyungal...piragua vanthavarai vala vaipom nam makkal kastapadum pothu pirarai vala vaiputhu projanam illai...,0,
7809.0,ஆலயத்தில் சண்டையிட்ட ஒருத்தருக்கும் இறை நம்பிக்கை இல்லவே இல்லை என்பது உறுதி. இருப்பின் - பெருமான் நம்மை கண்காணிக்கின்றான் எனும் இறை அச்சம் இருக்கும். பெருமாள் நம்மை பார்க்க மாட்டார் என்ற நாத்திக சிந்தனையே இந்த சண்டைக்கு காரணம்.,0,ஆலயத்தில் சண்டையிட்ட ஒருத்தருக்கும் இறை நம்பிக்கை இல்லவே உறுதி இருப்பின் பெருமான் நம்மை கண்காணிக்கின்றான் எனும் இறை அச்சம் இருக்கும் பெருமாள் நம்மை பார்க்க மாட்டார் நாத்திக சிந்தனையே சண்டைக்கு காரணம்
5588.0,Eppa Inga Vela illa athan poranunga Vela vanthuta vanthurucanga 😂😂😂,0,
5526.0,ithu yallathukkum kaaranam  m.k.istalin sanghi,1,
5590.0,போனால் போகட்டும் நமது வாய்ப்புகள் பறிபோய்க்கொண்டு இருக்கிறது,1,போனால் போகட்டும் நமது வாய்ப்புகள் பறிபோய்க்கொண்டு இருக்கிறது
4632.0,வட இந்தியன் உழைப்பிற்கு வந்து கஷ்டப்படுகிறான் குடும்பத்திற்காக நம்மைப்போல நடிகனுக்கு பாலாபிஷேகம்பண்ணி பரதேசி போல அலையவில்லை,0,வட இந்தியன் உழைப்பிற்கு வந்து கஷ்டப்படுகிறான் குடும்பத்திற்காக நம்மைப்போல நடிகனுக்கு பாலாபிஷேகம்பண்ணி பரதேசி போல அலையவில்லை
6542.0,வேளாளருக்கு கல்வெட்டு சான்று உள்ளது.நான் 3ம் நூற்றாண்டில் கல்வெட்டு உள்ளது முட்டால் பள்ளனே.,1,வேளாளருக்கு கல்வெட்டு சான்று உள்ளதுநான் ம் நூற்றாண்டில் கல்வெட்டு முட்டால் பள்ளனே
1123.0,"Vadakkan is a slur/ derogatory term, I suggest you edit the title. Comes off as tone deaf especially since the video highlights the Struggling North Indian migrant demographic. Not cool.",0,
6411.0,Paaaa. Vailga vaintha vomit 🤢  mare pasura da... Next video ungala tholu urchu thoinga veitu adekevaga da.. Nee soina vellalar la Vellalar illa.. Solizya Vellalar la karur ayyar malai Temple vainthu paru Da.. SENTHIL PALLAN.. IAM A GOUNDER MUDUCHU GOUNDER NU ORU SOILE PARU..,1,
966.0,21:45.................dear youtuber...what is your answer to this?            not possible??,0,
6611.0,நூறு வருஷமா தமிழன் தமிழன் எங்கள் நல்லா வச்சு செஞ்சாங்க இப்ப வர நாட்டுக்காரன் வந்து எங்களுக்கு சப்போர்ட் பண்ண உடனே உங்களுக்கு தெரியுதா,0,நூறு வருஷமா தமிழன் தமிழன் எங்கள் நல்லா வச்சு செஞ்சாங்க இப்ப வர நாட்டுக்காரன் வந்து எங்களுக்கு சப்போர்ட் பண்ண உடனே உங்களுக்கு தெரியுதா
1939.0,ஆளுக்கொரு ஜாதி. மதம். கடவுள்கள்  காரணம் தான் ஆளவேண்டும் என்கிற ஆசை. !,0,ஆளுக்கொரு ஜாதி மதம் கடவுள்கள் காரணம் தான் ஆளவேண்டும் என்கிற ஆசை
2021.0,Poonga boss Indha naayae velukama vitutenga.,1,
5258.0,இதனால் அறிவிக்கபடுவது  என்ன என்றால் இ னி மேல். இது தமிழ்நாடு இல்லை  பீகார் 2 என்று அழைக்கப்படும் இந்த சாதனைக்கு உதவியாக இருந்த அனைவருக்கும் மிக்க நன்றி ஃ,0,இதனால் அறிவிக்கபடுவது என்ன என்றால் இ னி மேல் தமிழ்நாடு பீகார் என்று அழைக்கப்படும் சாதனைக்கு உதவியாக இருந்த அனைவருக்கும் மிக்க நன்றி ஃ
822.0,Correct no unity in family true no unity in tamilian,0,
1088.0,"Dress , fancy item vanganumna saravana store pothys, chennai silk medicine vanganjmna medicine plus appollo , enna business paka mudiyum",0,
6499.0, @vellalarvamsam8039  எங்களை எதுக்கு எத்தனை ஜாதிக்காரன் டா ஒன்றுசேர்ந்து இருக்கீங்க,0,எங்களை எதுக்கு எத்தனை ஜாதிக்காரன் டா ஒன்றுசேர்ந்து இருக்கீங்க
1943.0,Thanks for making Tamil God great again. Do your Holy duty to Tamil God. Better boycott the shop.,0,
243.0,ஐயா உங்களிடம் ஓர் உதவி வேண்டும்,0,ஐயா உங்களிடம் ஓர் உதவி வேண்டும்
1627.0,மேடையில் பேசும் போது எங்க போனிங்க,0,மேடையில் பேசும் போது எங்க போனிங்க
7837.0,"நன்றி ஓய். பதிவிட்டவர் யார் எவரென்றே தெரியாது. ஆனால் "" ஓய்"" என்று குறிப்பிட்டு சொல்லும் உங்கள் சாதிய ""தி***ட"" சிந்தனைக்கும் பாராட்டுகள்.",0,நன்றி ஓய் பதிவிட்டவர் யார் எவரென்றே தெரியாது ஆனால் ஓய் என்று குறிப்பிட்டு சொல்லும் உங்கள் சாதிய திட சிந்தனைக்கும் பாராட்டுகள்
4554.0,Anchor innum konjam nalla interview eduthu irukalam,1,
1580.0,விழித்து கொண்டு செயல்படவேண்டும். இல்லையென்றால் தமிழர்கள் அனைவரும் அகதிகளாகி விடுவோம்.,0,விழித்து கொண்டு செயல்படவேண்டும் இல்லையென்றால் தமிழர்கள் அனைவரும் அகதிகளாகி விடுவோம்
7655.0,Kaasu enga iruko anga kandippa sandai varum,0,
7132.0," @kuttyma7611  எந்த சாதிக்கும் அரசு பட்டத்தை வைத்து சாதி சான்றிதழ் தருவது இல்லை குறிப்பு தேவர் என்று இதுவரை எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை. பிள்ளை, கவுண்டர், முதலியார் என்று எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது இல்லை.",0,எந்த சாதிக்கும் அரசு பட்டத்தை வைத்து சாதி சான்றிதழ் தருவது குறிப்பு தேவர் என்று இதுவரை எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது பிள்ளை கவுண்டர் முதலியார் என்று எந்த சாதிக்கும் சாதி சான்றிதழ் தருவது
2309.0, @mohamedkassali8205  எச்ச பிரியாணியின் கதறல் தாங்க  முடியலயே....,0,எச்ச பிரியாணியின் கதறல் தாங்க முடியலயே
3229.0,Ne oru nal vadakan ku helper salary 300rs kudupa 12hrs job ku.. Athey salary la tamil karan padichavan skilled person ethuku ya velaiku varanum.,1,
4088.0,எவ்வளவு தான் சொன்னாலும்  இந்த pundai மவன்களுக்கு அறிவு வராது அந்த தேவுடியா மவன்களுக்கு இடம் கொடுக்காதிங்க sale பண்ணாதீங்க,1,எவ்வளவு தான் சொன்னாலும் மவன்களுக்கு அறிவு வராது அந்த தேவுடியா மவன்களுக்கு இடம் கொடுக்காதிங்க பண்ணாதீங்க
7757.0,பாப்பானுங்களுக்கு  இறை உணர்வு ஏது .உழைக்காமல் உண்டு கொழுக்க கோவில்,1,பாப்பானுங்களுக்கு இறை உணர்வு ஏது உழைக்காமல் உண்டு கொழுக்க கோவில்
2330.0,மக்களுக்கு என்று ஒரு படை இல்லையென்றால்... அந்த மக்களுக்கு என்று ஒன்றும் இல்லை....,1,மக்களுக்கு என்று ஒரு படை இல்லையென்றால் அந்த மக்களுக்கு என்று ஒன்றும்
7674.0,நீங்கலெல்லாம் வேதம் பாசுரம் படிச்சுமா இப்படி பேசுறீங்க!,0,நீங்கலெல்லாம் வேதம் பாசுரம் படிச்சுமா இப்படி பேசுறீங்க
4126.0,ஏண்டா  ஹிந்தி வெள்ளப்பண்ணி நீ இருக்குறதே என் தமிழ்நாடு டா ... உங்களை எல்லாம் இனி அடிச்சு ஓட விடனும்... எங்க வந்து சவுண்டு விடுற ?,1,ஏண்டா ஹிந்தி வெள்ளப்பண்ணி நீ இருக்குறதே என் தமிழ்நாடு டா உங்களை எல்லாம் இனி அடிச்சு ஓட விடனும் எங்க வந்து சவுண்டு விடுற
1556.0,"Thamilmakkalvizlipilai
avanitam manaiviyin thaaliyai atahuvaikkum kevalathai niruththunal kutumpathai ninaithu mathuvaivittu nampikaiyotu irunkal  ilaiyantraal thamilnaatum vatanaataahivitum",0,"
"
1702.0,We have to throw them out seeman Mass ntk,0,
5719.0,தமிழ் மக்கள் வேலை இல்லாமல் இருக்கிறார்கள் அதற்கு அரசு என்ன பதில்  சொல்லும்?தமிழ் மக்கள் மீது யாருக்கும் அக்கறை இல்லையா....?,1,தமிழ் மக்கள் வேலை இல்லாமல் இருக்கிறார்கள் அதற்கு அரசு என்ன பதில் சொல்லும்தமிழ் மக்கள் மீது யாருக்கும் அக்கறை இல்லையா
2645.0,neenga porumaya thala thalapathy nu adichikonga ..padikadheenga uzhaikadheenga.. ivanungala kora solunga vela kadaikalanu.. mutta pasangala,1,
3392.0,nam tamilar evanaju north pakkam pona Hindi Karan adikalam thappu illa,0,
6811.0, @venkatesanmunusamy8637  dai punda thavudiya mavana 4 village irupingala 🤣🤣,1,
2573.0,Thoo naye vaida nayeungele mathiri alungenalethanda  ippadi nadekkuthu,1,
1317.0,First itha Mari  edukarthu stop panunga ok,0,
7088.0,இவுங்க மன நோய்க்கு மருந்தே இல்லை😄,1,இவுங்க மன நோய்க்கு மருந்தே
4985.0,Correct,0,
7413.0,"Ellaa paarpanargalum nandraaga thindruvitu koyu koyu vendru thopaiyum, thonthiyudan   kaatchi alikindranar.",0,
2431.0,ஈரோடு கிழக்குத் தேர்தலில் அரசியல்வாதிகள் ஓட்டுக்கு பணம் கொடுத்ததை வீடியோவாக எடுத்து சமூக வலைதளத்தில் விட்டால் அதை சாட்சியாக ஏற்ற மறுத்த காவல் நிலையம் வடக்கினை அடித்தார்கள் என்று பொய்யா வீடியோ சமூக வலைதளத்தில் வந்தால் அதை மட்டும் எப்படி சாட்சியாக ஏற்றுக் கொள்கிறார்கள்,1,ஈரோடு கிழக்குத் தேர்தலில் அரசியல்வாதிகள் ஓட்டுக்கு பணம் கொடுத்ததை வீடியோவாக எடுத்து சமூக வலைதளத்தில் விட்டால் அதை சாட்சியாக ஏற்ற மறுத்த காவல் நிலையம் வடக்கினை அடித்தார்கள் என்று பொய்யா வீடியோ சமூக வலைதளத்தில் வந்தால் அதை மட்டும் எப்படி சாட்சியாக ஏற்றுக் கொள்கிறார்கள்
563.0,"Dear Tamizhans, Do something. Tamil Nadu especially Chennai looks like some African countries. Love from Kerala.",1,
5727.0,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே. இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும். வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்.,1,ஏன் அவங்க நாட்டில் வேலை செய்ய வேண்டியது தானே இதே நிலமை நீடித்தால் தமிழ்நாடு அழிந்து விடும் வடக்கன்ஸ் நாடு முழுவதும் ஆக்கிரமிப்பு ஆகி விடும்
5113.0,Elloaraiyum manushan ah parungada aven apdirka karanam Vadakan's society and the Government only 💯📌🙂,0,
1593.0,"Eppo we elected Modi TN is already occupied north Indian in all sectors. Modi govt given all rights to get votes fm dem to capture all south states. We should not allow this ppl to rule us. Bt EPS, OPS given TN for mortgage. EVM malfunction Modi tryg to take short route through back door. TN shoukd b ruled by tamilians ly as Wat Seeman Anna sayg as other states rules d same way",0,
1111.0, @myas-3995   the question is why should we learn hindi? To destroy tamil? I mean why do u want us to learn a language which has no use for us in any sense?...im gonna stay in my state why should i learn hindi? How immature these people are!,0,
363.0,Thala unoda channel ah paathu periya periya channels la copy adikranunga...  Irunthalum nee dha mass✌,0,
7237.0,We First drive out the religions from other countries.... They came from out side of India...!!!,1,
6698.0, @hellonanba1211  bro ava maruthu tha pathu thappa pasuran,0,
2540.0,Don't give any rights to other states people. If they come for job just focus on that But our Tamilnadu government giving all vote rights and citizenship  . If over Tamilnadu government consider this means we'll save.  Any seman 🔥🔥🔥 anna fans here,0,
368.0,Chennai pullingos enna da panringa adichi oda vidunkada vadakkans sa👿😈 South district la adi pada Aaramichidanuga vadakkans eppadi Thoothukudi karan💥💯,1,
6976.0,தஞ்சாவூர் கல்வெட்டில் எழுதி வைத்து அதன் பக்கத்தில் உட்காருங்கள் ஆதிநாராயண தேவர் 😆😆😆 புராண கதைகள் நிறைய சொல்லுவீர்கள் போல 😆😆,0,தஞ்சாவூர் கல்வெட்டில் எழுதி வைத்து அதன் பக்கத்தில் உட்காருங்கள் ஆதிநாராயண தேவர் புராண கதைகள் நிறைய சொல்லுவீர்கள் போல
2755.0,திருப்பூர் ஒரு தமிழன் ஓட ஓட வடக்கன் கும்பல் அடித்து ஓட விட்டனர்  😠😡🤬🤬,1,திருப்பூர் ஒரு தமிழன் ஓட ஓட வடக்கன் கும்பல் அடித்து ஓட விட்டனர்
4715.0,After I watched thirupur video now I realized this north indians r taking storms in tn! I can see them everywhere and it's not good!,1,
2140.0,பிறமொழி பேசும் மக்களிடம் வரவு (கடைகளில் எந்த பொருளும் வாங்காதீர்கள்)செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே!,1,பிறமொழி பேசும் மக்களிடம் வரவு கடைகளில் எந்த பொருளும் வாங்காதீர்கள்செலவு வைத்துக் கொள்ளாதீர்கள் தமிழர்களே
4839.0," @7r544  ada pavi ipo poi mumbai paru politics la nama alunga sema valarchi da mumbai la pala thoguthi tamil alkal ok ve thodarndhu vetri anga , virudhunagar karar, tirunelveli karar la sema vetri anga politics la periya thalainga tamil than ok va poi pathutu aprom video kadhaila pesalam, ok ipo avlo perukkum building s Maharashtra government provide panranga ok enga relatives la andha nerukadila irundhanga ipo mothama elarukum area padi building kedachiruku auper a irukanga",0,
